Experiment	RNA editing site	Location	Gene	dFI	p-value	FDR
LX-2-mir150-5p-OE	chr22:29902507	UTR3	THOC5	-0.491071429	8.29E-05	0.015091661
LX-2-mir150-5p-OE	chr22:29902513	UTR3	THOC5	-0.457983193	3.34E-05	0.008702299
LX-2-mir150-5p-OE	chr22:31359535	intronic	MORC2	-0.508928571	3.31E-05	0.008702299
LX-2-mir150-5p-OE	chr22:36055913	UTR3	APOL6	0.180276565	1.72E-05	0.005936167
LX-2-mir150-5p-OE	chr22:36055938	UTR3	APOL6	0.114596498	0.000359844	0.032674353
LX-2-mir150-5p-OE	chr22:36055952	UTR3	APOL6	0.182704863	2.96E-06	0.001921215
LX-2-mir150-5p-OE	chr22:36056011	UTR3	APOL6	0.115114085	0.000869186	0.048966359
LX-2-mir150-5p-OE	chr22:36662206	UTR3	APOL1	0.214151828	0.000867942	0.048957837
LX-2-mir150-5p-OE	chr22:36662276	UTR3	APOL1	0.292572464	0.00054429	0.039873417
LX-2-mir150-5p-OE	chr22:36662397	UTR3	APOL1	0.410852713	0.000169271	0.022946272
LX-2-mir150-5p-OE	chr22:36662871	UTR3	APOL1	0.275026344	3.40E-06	0.002087321
LX-2-mir150-5p-OE	chr22:36662872	UTR3	APOL1	0.381839958	1.26E-07	0.000181469
LX-2-mir150-5p-OE	chr22:36883917	UTR3	FOXRED2	0.153871785	0.000569273	0.04047421
LX-2-mir150-5p-OE	chr22:36884076	UTR3	FOXRED2	0.143849206	0.000501813	0.038222269
LX-2-mir150-5p-OE	chr22:36884667	UTR3	FOXRED2	0.345945946	7.68E-05	0.01462984
LX-2-mir150-5p-OE	chr22:36884671	UTR3	FOXRED2	0.45	6.76E-05	0.013698242
LX-2-mir150-5p-OE	chr22:38340785	intronic	C22orf23	-0.391666667	5.64E-05	0.012192401
LX-2-mir150-5p-OE	chr22:38340799	intronic	C22orf23	-0.28021978	0.000529829	0.039384214
LX-2-mir150-5p-OE	chr22:39415905	UTR3	APOBEC3C	0.238987508	5.53E-07	0.000526839
LX-2-mir150-5p-OE	chr22:41355001	intronic	"RBX1,XPNPEP3"	-0.337662338	0.000892942	0.049741545
LX-2-mir150-5p-OE	chr22:41741468	intronic	ZC3H7B	0.369047619	0.000715724	0.044832322
LX-2-mir150-5p-OE	chr22:41741478	intronic	ZC3H7B	0.323076923	0.000470041	0.036783663
LX-2-mir150-5p-OE	chr22:42327398	intergenic	"TNFRSF13C,CENPM"	-0.643939394	0.000141066	0.021024523
LX-2-mir150-5p-OE	chr22:46616316	intronic	PPARA	-0.216666667	0.000705266	0.044610194
LX-2-mir150-5p-OE	chr22:51062560	downstream	ARSA	0.574404762	0.000155624	0.022126743
LX-2-mir150-5p-OE	chr3:10194841	downstream	VHL	0.127934861	3.08E-06	0.001940884
LX-2-mir150-5p-OE	chr3:10348395	intronic	SEC13	0.462121212	0.000171349	0.022946272
LX-2-mir150-5p-OE	chr3:120150097	intronic	FSTL1	0.328571429	0.000572074	0.040476287
LX-2-mir150-5p-OE	chr3:136050784	intronic	PCCB	0.272727273	0.000814495	0.047519656
LX-2-mir150-5p-OE	chr3:136050797	intronic	PCCB	0.583850932	9.98E-05	0.016670177
LX-2-mir150-5p-OE	chr3:141664104	ncRNA_exonic	RP11-271K21.11	-0.291497976	0.000746789	0.045699225
LX-2-mir150-5p-OE	chr3:141664109	ncRNA_exonic	RP11-271K21.11	-0.396761134	0.000118786	0.018732673
LX-2-mir150-5p-OE	chr3:141665787	ncRNA_exonic	RP11-271K21.11	0.333333333	0.000776041	0.046335241
LX-2-mir150-5p-OE	chr3:141665788	ncRNA_exonic	RP11-271K21.11	0.474885845	5.62E-05	0.012192401
LX-2-mir150-5p-OE	chr3:141882330	downstream	GK5	0.289695946	0.000160499	0.02258009
LX-2-mir150-5p-OE	chr3:14986098	ncRNA_exonic	FGD5-AS1	0.151876709	5.04E-06	0.002605771
LX-2-mir150-5p-OE	chr3:14986110	ncRNA_exonic	FGD5-AS1	0.214476627	3.27E-06	0.002037087
LX-2-mir150-5p-OE	chr3:14986111	ncRNA_exonic	FGD5-AS1	0.117182203	0.00019851	0.024610909
LX-2-mir150-5p-OE	chr3:14986137	ncRNA_exonic	FGD5-AS1	0.181021575	0.000167347	0.022946272
LX-2-mir150-5p-OE	chr3:14986399	ncRNA_exonic	FGD5-AS1	0.104489565	8.38E-08	0.000138936
LX-2-mir150-5p-OE	chr3:14986435	ncRNA_exonic	FGD5-AS1	0.218620635	1.69E-10	1.26E-06
LX-2-mir150-5p-OE	chr3:14986453	ncRNA_exonic	FGD5-AS1	0.197937768	0	0
LX-2-mir150-5p-OE	chr3:15113655	UTR3	ZFYVE20	0.163756064	0.000551364	0.039873417
LX-2-mir150-5p-OE	chr3:15454897	intronic	METTL6	0.509090909	0.000121392	0.018943503
LX-2-mir150-5p-OE	chr3:155541663	UTR3	SLC33A1	0.471590909	6.24E-05	0.01300783
LX-2-mir150-5p-OE	chr3:156248379	intronic	KCNAB1	0.32	1.42E-05	0.005353266
LX-2-mir150-5p-OE	chr3:156258230	UTR3	SSR3	0.071480714	8.50E-07	0.000732481
LX-2-mir150-5p-OE	chr3:156258389	UTR3	SSR3	0.142651628	0.000288988	0.029891193
LX-2-mir150-5p-OE	chr3:15692549	intergenic	"BTD,ANKRD28"	0.266666667	0.000567446	0.040468471
LX-2-mir150-5p-OE	chr3:15693712	intergenic	"BTD,ANKRD28"	0.646153846	3.19E-05	0.008597072
LX-2-mir150-5p-OE	chr3:15693772	intergenic	"BTD,ANKRD28"	0.367521368	0.000192169	0.024065765
LX-2-mir150-5p-OE	chr3:179115789	ncRNA_exonic	RP11-145M9.4	0.235846413	9.79E-08	0.000156659
LX-2-mir150-5p-OE	chr3:179115790	ncRNA_exonic	RP11-145M9.4	0.24666813	2.53E-08	6.31E-05
LX-2-mir150-5p-OE	chr3:179116137	ncRNA_exonic	AC007620.3	0.245695857	0.000316157	0.03084905
LX-2-mir150-5p-OE	chr3:179116181	ncRNA_exonic	AC007620.3	0.118993352	0.000766428	0.046304045
LX-2-mir150-5p-OE	chr3:179116217	ncRNA_exonic	AC007620.3	0.155339266	0.000392251	0.033719286
LX-2-mir150-5p-OE	chr3:179116220	ncRNA_exonic	AC007620.3	0.245623941	0.00039915	0.033965881
LX-2-mir150-5p-OE	chr3:179116285	ncRNA_exonic	AC007620.3	0.335263158	7.73E-05	0.014669779
LX-2-mir150-5p-OE	chr3:179117128	UTR3	GNB4	0.262913415	0.000780065	0.046335241
LX-2-mir150-5p-OE	chr3:179117233	UTR3	GNB4	0.157017362	7.04E-06	0.003249184
LX-2-mir150-5p-OE	chr3:179117242	UTR3	GNB4	0.236629458	1.72E-05	0.005936167
LX-2-mir150-5p-OE	chr3:188598707	UTR3	LPP	-0.4	0.00021757	0.025575666
LX-2-mir150-5p-OE	chr3:188601400	UTR3	LPP	0.345238095	0.000330423	0.031497892
LX-2-mir150-5p-OE	chr3:194341618	intronic	TMEM44	-0.289400455	0.00044565	0.035979144
LX-2-mir150-5p-OE	chr3:194342668	intronic	TMEM44	-0.335483871	0.000427457	0.035300195
LX-2-mir150-5p-OE	chr3:197262865	intronic	BDH1	0.5	4.10E-05	0.009980244
LX-2-mir150-5p-OE	chr3:38461415	intergenic	"XYLB,ACVR2B-AS1"	0.473856209	3.00E-05	0.008234085
LX-2-mir150-5p-OE	chr3:40578932	UTR3	ZNF621	0.294088911	0.000329364	0.031497892
LX-2-mir150-5p-OE	chr3:42626443	intronic	"SEC22C,SS18L2"	-0.357843137	0.000859951	0.048752671
LX-2-mir150-5p-OE	chr3:44412435	intronic	TCAIM	0.642857143	1.94E-05	0.00626572
LX-2-mir150-5p-OE	chr3:44538971	intergenic	"ZNF445,ZNF852"	0.65	2.93E-06	0.001921215
LX-2-mir150-5p-OE	chr3:44965131	intergenic	"TGM4,ZDHHC3"	0.322368421	2.28E-05	0.006946575
LX-2-mir150-5p-OE	chr3:44965288	intergenic	"TGM4,ZDHHC3"	0.324637681	0.000210084	0.025143343
LX-2-mir150-5p-OE	chr3:50136082	intronic	RBM5	0.345098039	0.00036847	0.032873817
LX-2-mir150-5p-OE	chr3:50371099	intronic	RASSF1	0.264367816	0.000789942	0.046838608
LX-2-mir150-5p-OE	chr3:57549000	UTR3	PDE12	0.536206897	3.13E-07	0.000359208
LX-2-mir150-5p-OE	chr3:57613122	UTR3	DENND6A	0.195776772	3.12E-05	0.00847977
LX-2-mir150-5p-OE	chr3:69075680	ncRNA_intronic	CTD-2013N24.2	0.351648352	0.000433753	0.035514641
LX-2-mir150-5p-OE	chr3:71625801	intronic	FOXP1	0.504901961	3.78E-05	0.009402522
LX-2-mir150-5p-OE	chr3:71625884	intronic	FOXP1	-0.370588235	0.000385248	0.033515736
LX-2-mir150-5p-OE	chr3:88210722	intergenic	"C3orf38,Y_RNA"	0.274725275	0.000799826	0.047072031
LX-2-mir150-5p-OE	chr4:120979637	UTR3	MAD2L1	-0.258730159	0.000246903	0.027645084
LX-2-mir150-5p-OE	chr4:120979673	UTR3	MAD2L1	0.356542617	0.00021277	0.025143343
LX-2-mir150-5p-OE	chr4:124237187	UTR3	SPATA5	0.292196007	0.000210633	0.025143343
LX-2-mir150-5p-OE	chr4:128759085	UTR3	HSPA4L	-0.532608696	0.000167249	0.022946272
LX-2-mir150-5p-OE	chr4:153544137	UTR3	TMEM154	-0.545454545	0.000658515	0.043252037
LX-2-mir150-5p-OE	chr4:165998156	UTR3	TMEM192	0.44173913	8.69E-05	0.015392832
LX-2-mir150-5p-OE	chr4:17804851	UTR3	DCAF16	0.081096987	0.00070622	0.044610194
LX-2-mir150-5p-OE	chr4:185620482	intronic	MLF1IP	-0.443223443	0.000546119	0.039873417
LX-2-mir150-5p-OE	chr4:2655171	intronic	FAM193A	0.492424242	0.00039845	0.033965881
LX-2-mir150-5p-OE	chr4:2655361	intronic	FAM193A	0.426315789	0.000423986	0.035277361
LX-2-mir150-5p-OE	chr4:2940125	ncRNA_intronic	NOP14-AS1	0.115971335	0.000364355	0.032766622
LX-2-mir150-5p-OE	chr4:373217	intronic	ZNF141	0.217171717	0.000740346	0.045458219
LX-2-mir150-5p-OE	chr4:4320687	intronic	ZBTB49	0.423076923	0.000173434	0.022980507
LX-2-mir150-5p-OE	chr4:53528730	downstream	USP46-AS1	0.291592129	0.000688185	0.044157241
LX-2-mir150-5p-OE	chr4:5459479	intronic	STK32B	-0.4	0.000571322	0.040476287
LX-2-mir150-5p-OE	chr4:56268754	intronic	TMEM165	0.444444444	6.57E-05	0.013438485
LX-2-mir150-5p-OE	chr4:56270312	intronic	TMEM165	0.405982906	0.000149617	0.021827043
LX-2-mir150-5p-OE	chr4:56760918	intronic	EXOC1	-0.595959596	0.000258709	0.028312453
LX-2-mir150-5p-OE	chr4:57326082	UTR3	PAICS	0.08617418	2.14E-07	0.000259608
LX-2-mir150-5p-OE	chr4:57326291	UTR3	PAICS	0.166330217	1.15E-09	6.42E-06
LX-2-mir150-5p-OE	chr4:68513597	intronic	UBA6	-0.328571429	0.000546065	0.039873417
LX-2-mir150-5p-OE	chr4:68514134	intronic	UBA6	-0.528571429	6.99E-05	0.013840224
LX-2-mir150-5p-OE	chr4:84381872	intronic	MRPS18C	-0.633333333	3.30E-05	0.008702299
LX-2-mir150-5p-OE	chr5:125900937	intronic	ALDH7A1	-0.373015873	5.49E-05	0.012177824
LX-2-mir150-5p-OE	chr5:125961033	UTR3	PHAX	0.182351087	1.96E-05	0.006270321
LX-2-mir150-5p-OE	chr5:125961168	UTR3	PHAX	0.154713558	0.000778435	0.046335241
LX-2-mir150-5p-OE	chr5:130538076	UTR3	LYRM7	0.333333333	0.000754631	0.04604584
LX-2-mir150-5p-OE	chr5:130538305	UTR3	LYRM7	0.255380201	0.000838848	0.048414269
LX-2-mir150-5p-OE	chr5:130538344	UTR3	LYRM7	0.230211817	0.000494061	0.03796748
LX-2-mir150-5p-OE	chr5:131808178	ncRNA_intronic	AC116366.6	0.291304348	0.000779482	0.046335241
LX-2-mir150-5p-OE	chr5:131980519	ncRNA_intronic	AC004041.2	0.563076923	5.78E-07	0.000539603
LX-2-mir150-5p-OE	chr5:133315285	intronic	VDAC1	0.55	0.000346105	0.032238429
LX-2-mir150-5p-OE	chr5:133717515	intronic	UBE2B	0.3375	0.000631796	0.042341378
LX-2-mir150-5p-OE	chr5:133729218	intergenic	"UBE2B,RP11-215P8.3"	0.33974359	0.000828359	0.04811896
LX-2-mir150-5p-OE	chr5:133954899	intronic	SAR1B	0.52020202	5.87E-05	0.012510131
LX-2-mir150-5p-OE	chr5:134079380	intronic	CAMLG	0.2875	0.000476597	0.037061222
LX-2-mir150-5p-OE	chr5:134236107	UTR3	TXNDC15	0.313765182	2.54E-08	6.31E-05
LX-2-mir150-5p-OE	chr5:134236108	UTR3	TXNDC15	0.159424202	5.68E-06	0.002796628
LX-2-mir150-5p-OE	chr5:134236129	UTR3	TXNDC15	0.196642686	0.000181003	0.02329772
LX-2-mir150-5p-OE	chr5:134236245	UTR3	TXNDC15	0.202107249	0.000298705	0.030284359
LX-2-mir150-5p-OE	chr5:134236752	UTR3	TXNDC15	0.30802969	9.11E-06	0.003961387
LX-2-mir150-5p-OE	chr5:137624342	intronic	CDC25C	0.488095238	2.65E-05	0.007649623
LX-2-mir150-5p-OE	chr5:139916512	intronic	"ANKHD1,ANKHD1-EIF4EBP3"	0.290181363	0.000151362	0.022009851
LX-2-mir150-5p-OE	chr5:140045085	intronic	WDR55	0.428571429	0.000600783	0.041523547
LX-2-mir150-5p-OE	chr5:14157839	intronic	TRIO	-0.491071429	7.47E-05	0.01439496
LX-2-mir150-5p-OE	chr5:149363214	UTR3	SLC26A2	0.210351377	0.000365073	0.032766622
LX-2-mir150-5p-OE	chr5:150647744	UTR3	GM2A	0.202972826	6.43E-08	0.000115213
LX-2-mir150-5p-OE	chr5:172374401	intronic	ERGIC1	-0.35	0.000247684	0.027663376
LX-2-mir150-5p-OE	chr5:176475885	intronic	ZNF346	-0.366666667	0.000470363	0.036783663
LX-2-mir150-5p-OE	chr5:176480090	intronic	ZNF346	0.357142857	0.000403313	0.034193802
LX-2-mir150-5p-OE	chr5:176499729	intronic	ZNF346	-0.316436252	0.000661399	0.043261299
LX-2-mir150-5p-OE	chr5:176748801	intergenic	"MXD3,LMAN2"	0.316666667	0.000651107	0.042947173
LX-2-mir150-5p-OE	chr5:177049296	intergenic	"RP11-1277A3.1,RP11-1277A3.2"	0.4	0.000160737	0.02258009
LX-2-mir150-5p-OE	chr5:177050573	intergenic	"RP11-1277A3.1,RP11-1277A3.2"	-0.5	0.000536505	0.039716473
LX-2-mir150-5p-OE	chr5:32393704	intronic	ZFR	-0.311965812	0.000512348	0.038630542
LX-2-mir150-5p-OE	chr5:34904187	intergenic	"TTC23L,RAD1"	-0.65	3.05E-06	0.001940884
LX-2-mir150-5p-OE	chr5:37076276	intergenic	"NIPBL,C5orf42"	0.298076923	0.000405368	0.034193802
LX-2-mir150-5p-OE	chr5:37289051	UTR3	NUP155	0.110403676	0.000846891	0.048627826
LX-2-mir150-5p-OE	chr5:37290323	UTR3	NUP155	0.272098088	3.64E-08	7.41E-05
LX-2-mir150-5p-OE	chr5:37290492	UTR3	NUP155	0.236702006	2.72E-09	1.11E-05
LX-2-mir150-5p-OE	chr5:37290493	UTR3	NUP155	0.177151412	8.26E-06	0.003663841
LX-2-mir150-5p-OE	chr5:37290571	UTR3	NUP155	0.108377498	0.000187753	0.023737389
LX-2-mir150-5p-OE	chr5:37291618	UTR3	NUP155	0.110361865	0.000492043	0.03796748
LX-2-mir150-5p-OE	chr5:43052343	intergenic	"AC025171.1,CTD-2035E11.5"	0.365497076	8.89E-05	0.015551306
LX-2-mir150-5p-OE	chr5:43580692	ncRNA_intronic	NNT-AS1	0.533333333	4.59E-05	0.010765932
LX-2-mir150-5p-OE	chr5:64964626	UTR3	SGTB	0.423076923	3.34E-05	0.008702299
LX-2-mir150-5p-OE	chr5:6664757	intronic	SRD5A1	0.311004785	0.000173943	0.022980507
LX-2-mir150-5p-OE	chr5:68481964	intergenic	"CCNB1,CENPH"	0.409090909	0.000714146	0.044796186
LX-2-mir150-5p-OE	chr5:68577791	UTR3	CCDC125	0.401913876	0.000387631	0.033577218
LX-2-mir150-5p-OE	chr5:69728478	ncRNA_intronic	GTF2H2B	-0.45	8.87E-05	0.015551306
LX-2-mir150-5p-OE	chr5:79923423	UTR3	DHFR	0.082707213	0.000347132	0.032255147
LX-2-mir150-5p-OE	chr6:105547013	UTR3	BVES	0.291381669	1.59E-05	0.005624489
LX-2-mir150-5p-OE	chr6:109487704	intronic	C6orf183	-0.371052632	8.42E-05	0.015120714
LX-2-mir150-5p-OE	chr6:109488812	intronic	C6orf183	-0.573863636	6.49E-05	0.013331309
LX-2-mir150-5p-OE	chr6:122735897	intronic	HSF2	-0.444444444	0.000549815	0.039873417
LX-2-mir150-5p-OE	chr6:13293823	ncRNA_intronic	RP1-257A7.4	0.416666667	0.000619377	0.042181321
LX-2-mir150-5p-OE	chr6:150045920	UTR3	NUP43	0.091199426	3.77E-05	0.009402522
LX-2-mir150-5p-OE	chr6:150142270	intronic	LRP11	0.248868778	0.000405406	0.034193802
LX-2-mir150-5p-OE	chr6:162360546	intronic	PARK2	0.057602883	3.51E-06	0.002091489
LX-2-mir150-5p-OE	chr6:26135706	intronic	HIST1H2AC	-0.627272727	1.87E-05	0.006151533
LX-2-mir150-5p-OE	chr6:30560955	intergenic	"ABCF1,PPP1R10"	0.653110048	1.48E-06	0.001123595
LX-2-mir150-5p-OE	chr6:31640459	UTR3	"CSNK2B-LY6G5B-1181,LY6G5B"	0.24	0.00076322	0.046304045
LX-2-mir150-5p-OE	chr6:31640793	UTR3	"CSNK2B-LY6G5B-1181,LY6G5B"	0.295254237	8.37E-05	0.015120714
LX-2-mir150-5p-OE	chr6:31716786	intronic	"MSH5,MSH5-SAPCD1"	-0.330065359	0.000268535	0.028772393
LX-2-mir150-5p-OE	chr6:31719634	intronic	"MSH5,MSH5-SAPCD1"	-0.375615764	0.000613616	0.04208577
LX-2-mir150-5p-OE	chr6:33275372	intronic	TAPBP	-0.362229102	0.000135132	0.020310179
LX-2-mir150-5p-OE	chr6:35385492	intronic	PPARD	0.482051282	0.000746909	0.045699225
LX-2-mir150-5p-OE	chr6:4124151	intronic	"C6orf201,ECI2"	0.323754789	0.000204619	0.024902947
LX-2-mir150-5p-OE	chr6:42047492	UTR3	TAF8	0.199856322	0.000691152	0.044208165
LX-2-mir150-5p-OE	chr6:42855954	UTR3	RPL7L1	0.120055915	3.80E-06	0.002152191
LX-2-mir150-5p-OE	chr6:42856029	UTR3	RPL7L1	0.178608799	1.81E-07	0.000231779
LX-2-mir150-5p-OE	chr6:42856047	UTR3	RPL7L1	0.15411449	0.000239231	0.027282811
LX-2-mir150-5p-OE	chr6:42856100	UTR3	RPL7L1	0.140538133	9.28E-05	0.016165444
LX-2-mir150-5p-OE	chr6:42856110	UTR3	RPL7L1	0.069963059	0.00049331	0.03796748
LX-2-mir150-5p-OE	chr6:42856176	UTR3	RPL7L1	0.117930843	0.000622549	0.042181321
LX-2-mir150-5p-OE	chr6:42905211	intronic	CNPY3	0.483333333	0.000521916	0.039088703
LX-2-mir150-5p-OE	chr6:42915421	ncRNA_exonic	RP3-475N16.1	0.45	8.02E-05	0.014974683
LX-2-mir150-5p-OE	chr6:42983429	intronic	KLHDC3	0.2875	0.000653949	0.043071208
LX-2-mir150-5p-OE	chr6:42997412	downstream	RRP36	0.232765762	0.000256133	0.028169153
LX-2-mir150-5p-OE	chr6:43559156	intronic	POLH	0.347368421	0.000370313	0.032925134
LX-2-mir150-5p-OE	chr6:43559157	intronic	POLH	0.428070175	0.000636031	0.042341378
LX-2-mir150-5p-OE	chr6:43584780	intronic	POLH	-0.23880597	0.000245234	0.027596273
LX-2-mir150-5p-OE	chr6:56922370	intergenic	"KIAA1586,ZNF451"	0.413513514	7.09E-05	0.013840224
LX-2-mir150-5p-OE	chr6:99317410	UTR3	FBXL4	-0.384615385	0.000546019	0.039873417
LX-2-mir150-5p-OE	chr7:102289692	intronic	POLR2J2	-0.25	0.000312273	0.03084905
LX-2-mir150-5p-OE	chr7:111985680	ncRNA_intronic	AC004112.4	0.5	9.91E-05	0.016618831
LX-2-mir150-5p-OE	chr7:111992642	ncRNA_intronic	AC004112.4	0.592307692	1.91E-05	0.006250588
LX-2-mir150-5p-OE	chr7:128168769	ncRNA_exonic	RP11-212P7.2	-0.371212121	0.00084527	0.048597034
LX-2-mir150-5p-OE	chr7:128453991	intronic	CCDC136	0.533333333	0.000621558	0.042181321
LX-2-mir150-5p-OE	chr7:129126899	UTR3	STRIP2	0.279688125	0.00010566	0.017397524
LX-2-mir150-5p-OE	chr7:129126911	UTR3	STRIP2	0.341034583	1.23E-07	0.000181469
LX-2-mir150-5p-OE	chr7:129127865	UTR3	STRIP2	0.393817204	8.70E-05	0.015392832
LX-2-mir150-5p-OE	chr7:129839130	ncRNA_intronic	RP11-775D22.3	0.354166667	8.80E-05	0.015519438
LX-2-mir150-5p-OE	chr7:148941611	intronic	ZNF212	-0.54180602	0.000314379	0.03084905
LX-2-mir150-5p-OE	chr7:150728738	intronic	ABCB8	0.333701048	8.35E-06	0.003665722
LX-2-mir150-5p-OE	chr7:156762883	UTR3	NOM1	0.583333333	2.14E-06	0.001495796
LX-2-mir150-5p-OE	chr7:158421132	intergenic	"MIR5707,NCAPG2"	0.458041958	0.000582345	0.040880042
LX-2-mir150-5p-OE	chr7:158421182	intergenic	"MIR5707,NCAPG2"	0.414285714	0.000589188	0.041119587
LX-2-mir150-5p-OE	chr7:158421282	intergenic	"MIR5707,NCAPG2"	0.363354037	0.000723274	0.045115962
LX-2-mir150-5p-OE	chr7:158431096	intronic	NCAPG2	-0.480519481	0.000875267	0.049000753
LX-2-mir150-5p-OE	chr7:17384818	UTR3	AHR	0.263603228	3.42E-05	0.008802776
LX-2-mir150-5p-OE	chr7:17384832	UTR3	AHR	0.198765627	0.000600273	0.041523547
LX-2-mir150-5p-OE	chr7:44031685	ncRNA_intronic	"POLR2J4,RP5-1165K10.2"	-0.351648352	0.000722153	0.045108869
LX-2-mir150-5p-OE	chr7:44110038	intergenic	"AC017116.11,POLM"	0.5	0.00018766	0.023737389
LX-2-mir150-5p-OE	chr7:44615375	intergenic	"DDX56,TMED4"	0.384615385	0.000390959	0.033672834
LX-2-mir150-5p-OE	chr7:44615466	intergenic	"DDX56,TMED4"	0.454901961	0.00063625	0.042341378
LX-2-mir150-5p-OE	chr7:44616307	intergenic	"DDX56,TMED4"	-0.4	0.000470606	0.036783663
LX-2-mir150-5p-OE	chr7:44872303	intronic	H2AFV	0.106062534	0.000358428	0.032674353
LX-2-mir150-5p-OE	chr7:44872466	intronic	H2AFV	0.090653676	0.000592121	0.041179039
LX-2-mir150-5p-OE	chr7:48146007	intronic	UPP1	0.409090909	0.000261013	0.028312453
LX-2-mir150-5p-OE	chr7:65190261	intergenic	"INTS4L2,CCT6P1"	0.553571429	5.48E-06	0.002786507
LX-2-mir150-5p-OE	chr7:65622997	ncRNA_intronic	RP5-1132H15.1	0.254545455	0.000873795	0.048979566
LX-2-mir150-5p-OE	chr7:66010361	intergenic	"GS1-124K5.11,KCTD7"	0.583333333	6.99E-06	0.003249184
LX-2-mir150-5p-OE	chr7:66130271	ncRNA_intronic	RP4-756H11.3	-0.474025974	0.000109654	0.017604964
LX-2-mir150-5p-OE	chr7:66149806	intergenic	"RP4-756H11.3,RP11-792A8.4"	-0.3125	0.000595502	0.041349989
LX-2-mir150-5p-OE	chr7:66173455	intergenic	"RP4-756H11.3,RP11-792A8.4"	0.292207792	0.000455222	0.036277606
LX-2-mir150-5p-OE	chr7:66739026	intergenic	"TYW1,PMS2P4"	0.334841629	0.000494523	0.03796748
LX-2-mir150-5p-OE	chr7:66780930	ncRNA_intronic	STAG3L4	0.384615385	0.000500683	0.038201156
LX-2-mir150-5p-OE	chr7:72462166	intronic	AC005488.1	-0.368421053	0.000108359	0.017583621
LX-2-mir150-5p-OE	chr7:72868248	intronic	BAZ1B	-0.328571429	0.000700082	0.044466753
LX-2-mir150-5p-OE	chr7:73095032	downstream	DNAJC30	0.326388889	0.000329624	0.031497892
LX-2-mir150-5p-OE	chr7:73645023	downstream	"LAT2,RFC2"	-0.267368421	0.00037555	0.03304213
LX-2-mir150-5p-OE	chr7:74293014	intergenic	"GTF2IRD2,STAG3L2"	-0.361904762	0.000427981	0.035300195
LX-2-mir150-5p-OE	chr7:75102010	intronic	POM121C	-0.322222222	0.000552277	0.039873417
LX-2-mir150-5p-OE	chr7:76165122	intronic	UPK3B	-0.232936078	0.000175585	0.023088862
LX-2-mir150-5p-OE	chr7:76684154	ncRNA_intronic	RP11-467H10.2	-0.413419913	3.02E-05	0.008241772
LX-2-mir150-5p-OE	chr7:77310365	ncRNA_intronic	RSBN1L-AS1	0.388888889	1.08E-05	0.004463036
LX-2-mir150-5p-OE	chr7:77322262	ncRNA_intronic	RSBN1L-AS1	-0.509090909	0.000167179	0.022946272
LX-2-mir150-5p-OE	chr7:91722122	intronic	AKAP9	0.218954248	0.000530258	0.039384214
LX-2-mir150-5p-OE	chr7:98958417	intronic	ARPC1A	0.363354037	0.000148938	0.021827043
LX-2-mir150-5p-OE	chr7:99058925	intronic	"ATP5J2,ATP5J2-PTCD1,PTCD1"	0.439359268	0.000176952	0.02312225
LX-2-mir150-5p-OE	chr7:99075400	intronic	ZNF789	-0.4	0.00038618	0.033519052
LX-2-mir150-5p-OE	chr7:99081160	intronic	ZNF789	-0.416666667	0.000445075	0.035979144
LX-2-mir150-5p-OE	chr8:11700586	UTR3	CTSB	0.135773214	0.000855299	0.048717301
LX-2-mir150-5p-OE	chr8:11700676	UTR3	CTSB	0.238458529	2.30E-05	0.006946575
LX-2-mir150-5p-OE	chr8:11701296	UTR3	CTSB	0.248525074	3.71E-05	0.009382842
LX-2-mir150-5p-OE	chr8:11701323	UTR3	CTSB	0.247706422	0.000444216	0.035979144
LX-2-mir150-5p-OE	chr8:11701429	UTR3	CTSB	0.175320513	0.000149195	0.021827043
LX-2-mir150-5p-OE	chr8:11701504	UTR3	CTSB	0.1171059	0.000603855	0.041607502
LX-2-mir150-5p-OE	chr8:12944743	intronic	DLC1	0.391812865	0.000121274	0.018943503
LX-2-mir150-5p-OE	chr8:12944799	intronic	DLC1	0.471428571	0.000224308	0.026133959
LX-2-mir150-5p-OE	chr8:37997682	downstream	ASH2L	0.371212121	0.000659888	0.043261299
LX-2-mir150-5p-OE	chr8:37997683	downstream	ASH2L	0.377622378	0.000662159	0.043261299
LX-2-mir150-5p-OE	chr8:38122999	intronic	PPAPDC1B	-0.467032967	9.50E-05	0.016354297
LX-2-mir150-5p-OE	chr8:38829839	ncRNA_intronic	CTD-2544N14.3	0.239006282	4.20E-05	0.010155965
LX-2-mir150-5p-OE	chr8:42876718	UTR3	HOOK3	0.214285714	0.00037274	0.032961241
LX-2-mir150-5p-OE	chr8:42884423	UTR3	HOOK3	0.161194653	8.34E-05	0.0151207
LX-2-mir150-5p-OE	chr8:48890109	UTR3	MCM4	0.080892865	0.000314129	0.03084905
LX-2-mir150-5p-OE	chr8:95995593	intronic	NDUFAF6	-0.279461279	0.000631523	0.042341378
LX-2-mir150-5p-OE	chr8:98741417	downstream	MTDH	0.229574223	1.42E-05	0.005353266
LX-2-mir150-5p-OE	chr9:111804370	intronic	TMEM245	-0.395238095	0.000173032	0.022980507
LX-2-mir150-5p-OE	chr9:111805369	intronic	TMEM245	-0.509090909	5.98E-05	0.012665708
LX-2-mir150-5p-OE	chr9:115446785	UTR3	INIP	0.232311321	2.71E-05	0.007677183
